Station Number,Station Name,Date,Latitude,Longitude,Depth (m),Temperature,Salinity,Bottle #,Chla Conc (ug/L),Ammonia [µmol/L],Phosphate [µmol/L],Nitrite + Nitrate [µmol/L],Silicate [µmol/L],delta O-18
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,32.61,0.18,32.25,3,7.88,1.34,1.21,3.28,4.27,
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,32.48,0.15,32.27,4,,,,,,
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,19.07,5.16,31.48,5,0.94,0.4,0.57,0.91,4.89,
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,19.08,5.14,31.49,6,,,,,,
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,9.77,5.18,31.48,7,0.32,0.43,0.59,0.84,3.31,
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,9.85,5.18,31.48,8,,,,,,
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.765,4.84,5.18,31.48,9,0.44,0.44,0.54,2.06,2.85,-1.86
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.765,4.59,5.18,31.48,10,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.384,38.43,0.1,32.24,1,0.96,3.26,1.61,5.84,9.38,-1.53
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.384,37.85,0.1,32.24,2,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.383,29.64,0.06,32.23,3,0.75,2.75,1.54,7.86,8.14,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.383,30.23,0.06,32.23,4,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.383,26.8,0.14,32,5,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.383,24.87,0.89,31.93,6,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.383,23.57,2.79,31.79,7,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.383,20.6,4.35,31.56,8,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.382,19.01,5.25,31.35,9,0.78,0.51,0.62,2.33,18.85,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.381,10.93,5.36,31.31,10,0.27,0.38,0.68,3.58,4.28,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.381,10.92,5.36,31.31,11,,,,,,
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.38,5.21,5.29,31.25,12,0.26,0.42,0.68,0.83,4.4,-2.11
AMBON17-049,ML3.9=DBO4.5,20170816,71.492,-163.38,4.78,5.29,31.25,13,,,,,,
AMBON17-051,ML3.8=DBO4.4,20170816,71.362,-163.003,40.85,0.57,32.25,1,0.84,2.6,1.5,6.23,14.16,-1.42
AMBON17-051,ML3.8=DBO4.4,20170816,71.362,-163.003,30.62,0.57,32.25,2,,,,,,
AMBON17-051,ML3.8=DBO4.4,20170816,71.362,-163.003,31.59,0.57,32.25,3,0.98,3.25,1.36,4.67,14.93,
AMBON17-051,ML3.8=DBO4.4,20170816,71.362,-163.002,20.29,5.15,31.19,4,0.27,0.38,0.63,3.6,4.46,
AMBON17-051,ML3.8=DBO4.4,20170816,71.362,-163.002,9.67,5.14,31.19,5,0.27,0.41,0.62,0.57,7.56,
AMBON17-051,ML3.8=DBO4.4,20170816,71.362,-163.001,4.38,5.14,31.19,6,0.28,0.39,0.62,2.54,3.96,-2.15
AMBON17-053,ML3.7=DBO4.3,20170816,71.234,-162.629,43.09,0.51,32.26,1,1.35,3.06,1.52,12.71,12.13,-1.38
AMBON17-053,ML3.7=DBO4.3,20170816,71.234,-162.629,42.31,0.51,32.26,2,,,,,,
AMBON17-053,ML3.7=DBO4.3,20170816,71.234,-162.628,29.1,0.51,32.26,3,3.06,2.89,1.48,6.26,13.74,
AMBON17-053,ML3.7=DBO4.3,20170816,71.234,-162.628,29.68,0.51,32.26,4,,,,,,
AMBON17-053,ML3.7=DBO4.3,20170816,71.234,-162.627,21.06,5.34,31.26,5,0.25,0.41,0.72,1.06,5.23,
AMBON17-053,ML3.7=DBO4.3,20170816,71.234,-162.627,21.65,5.34,31.26,6,,,,,,
AMBON17-053,ML3.7=DBO4.3,20170816,71.235,-162.627,9.64,5.22,31.2,7,0.22,0.39,0.65,2.28,3.66,
AMBON17-053,ML3.7=DBO4.3,20170816,71.235,-162.627,9.7,5.22,31.2,8,,,,,,
AMBON17-053,ML3.7=DBO4.3,20170816,71.235,-162.627,4.71,5.22,31.19,9,0.26,0.34,0.67,0.77,3.7,-2.15
AMBON17-053,ML3.7=DBO4.3,20170816,71.235,-162.627,4.59,5.22,31.19,10,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.104,-162.253,43.07,0.53,32.09,1,0.74,1.57,1.09,2.94,13.29,-1.85
AMBON17-055,ML3.6=DBO4.2,20170816,71.104,-162.253,43.77,0.53,32.09,2,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.252,31.32,0.32,32.04,3,0.59,2.42,1.44,6.29,18.45,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.252,30.52,0.33,32.03,4,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.252,26.28,0.22,32,5,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.252,26.28,0.21,32.01,6,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.252,26.84,0.22,32.01,7,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.252,20.05,5.95,31.67,8,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.252,20.47,5.85,31.66,9,0.63,0.51,0.7,1.1,3.97,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.251,10.96,7.57,31.05,10,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.251,9.81,7.58,31.04,11,1.15,0.27,0.58,3.49,5.53,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.251,4.38,7.83,30.94,12,,,,,,
AMBON17-055,ML3.6=DBO4.2,20170816,71.105,-162.251,3.85,7.83,30.94,13,1.36,0.59,0.62,9.36,7.12,-2.09
AMBON17-057,ML3.5=DBO4.1,20170816,70.972,-161.901,42.47,2.46,32.13,1,0.49,2.47,1.29,10.64,15.17,-1.55
AMBON17-057,ML3.5=DBO4.1,20170816,70.972,-161.901,42.38,2.46,32.13,2,,,,,,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.901,29.18,2.46,32.13,3,0.56,2.51,1.3,13.71,14.74,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.901,30.52,2.46,32.13,4,,,,,,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.901,20.04,2.55,32.13,5,0.64,2.75,1.28,5.92,14.8,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.901,20.38,2.55,32.13,6,,,,,,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.9,15.97,7.1,31.28,7,,,,,,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.9,16,6.73,31.39,8,,,,,,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.9,10.17,8.56,30.68,9,2.84,0.39,0.6,2.4,7.37,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.9,9.7,8.56,30.7,10,,,,,,
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.9,4.36,8.59,30.7,11,2.36,0.75,0.61,1.98,7.43,-2.11
AMBON17-057,ML3.5=DBO4.1,20170816,70.973,-161.9,4.04,8.59,30.7,12,,,,,,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,42.7,2.79,32.26,1,1.13,2.65,1.34,2.94,14.93,-1.35
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,43.63,2.79,32.26,2,,,,,,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,30.3,2.78,32.26,3,0.95,2.81,1.3,6.82,15.33,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,30.3,2.78,32.26,4,,,,,,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,19.57,2.79,32.26,5,0.88,2.92,1.38,3.39,15.18,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,19.5,2.79,32.26,6,,,,,,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,8.98,2.85,32.26,7,0.61,2.9,1.36,3.1,15.14,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.538,8.96,2.85,32.26,8,,,,,,
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.537,4.89,2.98,32.26,9,0.63,2.84,1.36,4.93,15.94,-1.38
AMBON17-059,ML3.4=DBO4.0,20170816,70.844,-161.537,5.01,2.97,32.26,10,,,,,,
AMBON17-060,ML3.3,20170817,70.714,-161.179,40.24,3.01,32.27,1,1.42,2.93,1.33,2.82,14.26,-1.38
AMBON17-060,ML3.3,20170817,70.714,-161.179,40.31,3.01,32.27,2,,,,,,
AMBON17-060,ML3.3,20170817,70.714,-161.179,29.07,3.03,32.27,3,0.78,2.93,1.31,3.06,14.26,
AMBON17-060,ML3.3,20170817,70.714,-161.179,28.79,3.04,32.27,4,,,,,,
AMBON17-060,ML3.3,20170817,70.714,-161.179,20.59,3.14,32.26,5,0.53,2.66,1.29,2.94,13.16,
AMBON17-060,ML3.3,20170817,70.714,-161.179,20.06,3.15,32.26,6,,,,,,
AMBON17-060,ML3.3,20170817,70.714,-161.179,9.96,3.39,32.24,7,0.71,2.61,1.27,2.45,13.12,
AMBON17-060,ML3.3,20170817,70.714,-161.179,9.96,3.39,32.24,8,,,,,,
AMBON17-060,ML3.3,20170817,70.714,-161.178,4.72,3.53,32.23,9,1.36,2.49,1.56,2.36,12.91,-1.37
AMBON17-060,ML3.3,20170817,70.714,-161.178,4.73,3.53,32.23,10,,,,,,
AMBON17-061,ML3.2,20170817,70.578,-160.833,26.15,5.23,32.1,1,0.9,1.73,0.97,2.94,10.39,-1.33
AMBON17-061,ML3.2,20170817,70.578,-160.833,25.86,5.23,32.1,2,,,,,,
AMBON17-061,ML3.2,20170817,70.578,-160.833,20.65,5.23,32.1,3,0.9,1.69,0.92,1.71,9.7,
AMBON17-061,ML3.2,20170817,70.578,-160.833,21.12,5.24,32.1,4,,,,,,
AMBON17-061,ML3.2,20170817,70.578,-160.833,10.37,5.26,32.09,5,0.92,1.65,0.96,3.35,9.49,
AMBON17-061,ML3.2,20170817,70.578,-160.833,10.32,5.26,32.09,6,,,,,,
AMBON17-061,ML3.2,20170817,70.578,-160.833,4.83,6.58,31.67,7,1.11,0.94,0.73,0.85,7.67,-1.53
AMBON17-061,ML3.2,20170817,70.578,-160.833,4.45,6.57,31.67,8,,,,,,
AMBON17-062,ML3.1,20170817,70.496,-160.621,14.89,8.53,30.86,1,3.37,0.48,0.62,0.78,9.1,-1.92
AMBON17-062,ML3.1,20170817,70.496,-160.621,14.67,8.53,30.86,2,,,,,,
AMBON17-062,ML3.1,20170817,70.496,-160.622,11.08,8.54,30.85,3,2.98,0.52,0.63,0.51,10.51,
AMBON17-062,ML3.1,20170817,70.496,-160.622,10.9,8.54,30.85,4,,,,,,
AMBON17-062,ML3.1,20170817,70.496,-160.621,4.29,8.54,30.85,5,3.01,0.55,0.58,0.78,6.24,-1.98
AMBON17-062,ML3.1,20170817,70.496,-160.621,4.73,8.54,30.85,6,,,,,,
AMBON17-063,ML1.1,20170817,70.037,-162.765,12.32,9.15,30.07,1,3.28,0.65,0.73,16,9.06,-2.42
AMBON17-063,ML1.1,20170817,70.037,-162.765,12.35,9.15,30.07,2,,,,,,
AMBON17-063,ML1.1,20170817,70.038,-162.764,6.54,9.2,29.94,3,3.56,0.66,0.8,8.86,9.27,-2.44
AMBON17-063,ML1.1,20170817,70.038,-162.764,6.45,9.2,29.95,4,,,,,,
AMBON17-064,ML1.2,20170817,70.142,-163.051,20.12,6.46,31.11,1,2.18,2.04,0.91,3.39,13.86,-1.92
AMBON17-064,ML1.2,20170817,70.142,-163.051,20.34,6.46,31.11,2,,,,,,
AMBON17-064,ML1.2,20170817,70.143,-163.05,10.43,6.51,31.11,3,2.03,2.83,0.93,8.29,20.86,
AMBON17-064,ML1.2,20170817,70.143,-163.05,10.28,6.52,31.11,4,,,,,,
AMBON17-064,ML1.2,20170817,70.143,-163.049,4.56,6.54,31.12,5,1.9,2.51,0.85,6.67,13.69,-1.94
AMBON17-064,ML1.2,20170817,70.143,-163.049,4.72,6.54,31.12,6,,,,,,
AMBON17-065,ML1.3,20170817,70.267,-163.408,29.31,6.13,31.73,1,,,,,,
AMBON17-065,ML1.3,20170817,70.267,-163.408,28.65,6.13,31.72,2,0.85,1.69,0.92,6.14,12.34,-1.5
AMBON17-065,ML1.3,20170817,70.267,-163.407,19.84,6.14,31.72,3,0.98,1.42,0.91,3.22,15.03,
AMBON17-065,ML1.3,20170817,70.267,-163.407,19.52,6.14,31.71,4,,,,,,
AMBON17-065,ML1.3,20170817,70.267,-163.408,10.22,6.92,31.44,5,3.64,0.23,0.57,1.72,7.46,
AMBON17-065,ML1.3,20170817,70.267,-163.408,9.99,6.94,31.42,6,,,,,,
AMBON17-065,ML1.3,20170817,70.267,-163.407,4.94,8.01,31.07,7,1.67,0.87,0.49,4.21,5.22,-1.92
AMBON17-065,ML1.3,20170817,70.267,-163.407,4.99,8.02,31.07,8,,,,,,
AMBON17-066,ML1.4,20170817,70.398,-163.765,34.06,5.01,32.09,1,0.58,2.43,1.08,2.02,14.66,-1.39
AMBON17-066,ML1.4,20170817,70.398,-163.765,33.77,5.01,32.09,2,,,,,,
AMBON17-066,ML1.4,20170817,70.398,-163.765,20.74,5.88,32.04,3,2.25,0.24,0.59,0.45,4.99,
AMBON17-066,ML1.4,20170817,70.398,-163.765,20.77,5.84,32.05,4,,,,,,
AMBON17-066,ML1.4,20170817,70.398,-163.765,9.8,7.86,31.44,5,1.68,0.23,0.38,0.42,2.94,
AMBON17-066,ML1.4,20170817,70.398,-163.764,9.4,7.88,31.43,6,,,,,,
AMBON17-066,ML1.4,20170817,70.398,-163.764,4.79,7.96,31.37,7,1.38,0.22,0.4,0.44,3.01,-1.71
AMBON17-066,ML1.4,20170817,70.398,-163.764,4.6,7.96,31.37,8,,,,,,
AMBON17-067,ML1.5,20170818,70.524,-164.126,41.73,3.96,32.4,1,0.52,2.99,1.3,1.97,13.44,-1.16
AMBON17-067,ML1.5,20170818,70.524,-164.125,42.03,3.96,32.4,2,,,,,,
AMBON17-067,ML1.5,20170818,70.524,-164.126,29.33,3.95,32.39,3,0.56,2.84,1.25,2.66,15.59,
AMBON17-067,ML1.5,20170818,70.524,-164.126,29.51,3.95,32.39,4,,,,,,
AMBON17-067,ML1.5,20170818,70.524,-164.127,21.17,6.17,32.08,5,1.54,0.9,0.66,0.83,4.36,
AMBON17-067,ML1.5,20170818,70.524,-164.127,21.29,6.14,32.08,6,,,,,,
AMBON17-067,ML1.5,20170818,70.524,-164.127,9.94,8.03,31.36,7,1.17,0.17,0.41,1.11,2.98,
AMBON17-067,ML1.5,20170818,70.524,-164.127,10.11,8.02,31.36,8,,,,,,
AMBON17-067,ML1.5,20170818,70.524,-164.127,5.39,8.05,31.3,9,1.16,0.41,0.39,1.27,2.92,-1.82
AMBON17-067,ML1.5,20170818,70.525,-164.127,5.34,8.05,31.3,10,,,,,,
AMBON17-068,ML1.6,20170818,70.647,-164.501,44.48,4.24,32.64,1,0.59,2.82,1.3,4.3,13.32,-1.04
AMBON17-068,ML1.6,20170818,70.647,-164.501,43.95,4.24,32.64,2,,,,,,
AMBON17-068,ML1.6,20170818,70.647,-164.502,30.42,4.26,32.63,3,1.06,1.77,1.08,2.25,10.17,
AMBON17-068,ML1.6,20170818,70.647,-164.502,30.22,4.28,32.63,4,,,,,,
AMBON17-068,ML1.6,20170818,70.647,-164.502,19.67,7.04,32.17,5,1.09,0.42,0.39,3.06,1.78,
AMBON17-068,ML1.6,20170818,70.647,-164.502,19.83,7.04,32.17,6,,,,,,
AMBON17-068,ML1.6,20170818,70.647,-164.502,10.49,7.44,31.85,7,1.08,1.12,0.39,1.19,1.78,
AMBON17-068,ML1.6,20170818,70.647,-164.502,10.24,7.44,31.86,8,,,,,,
AMBON17-068,ML1.6,20170818,70.647,-164.502,3.71,7.44,31.83,9,1.07,0.39,0.53,1.2,1.81,
AMBON17-068,ML1.6,20170818,70.647,-164.502,4.32,7.44,31.83,10,,,,,,
AMBON17-069,ML1.7,20170818,70.772,-164.883,37.41,4.21,32.61,1,0.7,2.25,1.23,3.62,13.7,-1.1
AMBON17-069,ML1.7,20170818,70.772,-164.883,37.34,4.21,32.61,2,,,,,,
AMBON17-069,ML1.7,20170818,70.771,-164.883,30.53,4.08,32.43,3,0.88,3.22,1.28,6.86,12.27,
AMBON17-069,ML1.7,20170818,70.771,-164.883,29.57,4.07,32.43,4,,,,,,
AMBON17-069,ML1.7,20170818,70.771,-164.883,19.87,7.11,32.17,5,1.19,1.75,0.45,2.86,1.78,
AMBON17-069,ML1.7,20170818,70.771,-164.883,19.5,7.11,32.17,6,,,,,,
AMBON17-069,ML1.7,20170818,70.771,-164.883,10.57,7.22,32.14,7,1.01,0.14,0.37,0.54,1.83,
AMBON17-069,ML1.7,20170818,70.771,-164.883,10.34,7.22,32.14,8,,,,,,
AMBON17-069,ML1.7,20170818,70.771,-164.883,4.99,7.17,32.09,9,1.12,1.33,0.4,3.56,1.78,-1.31
AMBON17-069,ML1.7,20170818,70.771,-164.883,4.72,7.17,32.09,10,,,,,,
AMBON17-070,ML1.8,20170818,70.897,-165.252,38.7,3.69,32.44,1,0.92,4.53,1.47,9,16.51,-1.17
AMBON17-070,ML1.8,20170818,70.897,-165.252,38.55,3.69,32.44,2,,,,,,
AMBON17-070,ML1.8,20170818,70.897,-165.252,28.82,4.01,32.4,3,1.83,2.45,0.94,3.51,5.43,
AMBON17-070,ML1.8,20170818,70.897,-165.252,28.6,4.53,32.33,4,,,,,,
AMBON17-070,ML1.8,20170818,70.897,-165.253,19.64,7.08,31.95,5,1.13,1.3,0.42,4.09,1.78,
AMBON17-070,ML1.8,20170818,70.897,-165.253,19.12,7.08,31.95,6,,,,,,
AMBON17-070,ML1.8,20170818,70.897,-165.253,9.98,7.12,31.94,7,1.24,1.68,0.43,1.93,1.78,
AMBON17-070,ML1.8,20170818,70.897,-165.253,9.42,7.12,31.94,8,,,,,,
AMBON17-070,ML1.8,20170818,70.897,-165.253,4.72,7.12,31.94,9,1.48,1.61,0.41,3.66,1.78,-1.3
AMBON17-070,ML1.8,20170818,70.897,-165.253,4.34,7.12,31.94,10,,,,,,
AMBON17-071,ML1.9,20170818,71.02,-165.643,40.14,3.85,32.58,1,0.71,4.34,1.34,15.71,14.21,-1
AMBON17-071,ML1.9,20170818,71.02,-165.643,39.56,3.85,32.58,2,,,,,,
AMBON17-071,ML1.9,20170818,71.02,-165.643,30.71,3.85,32.57,3,0.67,5.18,1.48,3.92,13.33,
AMBON17-071,ML1.9,20170818,71.02,-165.643,30.33,3.85,32.57,4,,,,,,
AMBON17-071,ML1.9,20170818,71.02,-165.644,21.89,7.22,32.01,5,1.3,4.63,1.35,4.84,13.31,
AMBON17-071,ML1.9,20170818,71.02,-165.644,21.22,7.2,32,6,,,,,,
AMBON17-071,ML1.9,20170818,71.02,-165.645,9.95,7.17,31.99,7,1.54,2.17,0.44,2.38,1.78,
AMBON17-071,ML1.9,20170818,71.02,-165.645,10.08,7.17,31.99,8,,,,,,
AMBON17-071,ML1.9,20170818,71.02,-165.645,6.31,7.17,31.99,9,1.56,0.98,0.35,3.16,2.77,-1.18
AMBON17-071,ML1.9,20170818,71.02,-165.645,6.05,7.17,31.99,10,,,,,,
AMBON17-072,ML1.10,20170818,71.142,-166.033,39.09,3.82,32.59,1,0.54,5.72,1.6,9.79,15.78,-0.9
AMBON17-072,ML1.10,20170818,71.142,-166.033,39.22,3.82,32.59,2,,,,,,
AMBON17-072,ML1.10,20170818,71.142,-166.034,29.76,3.89,32.52,3,1.09,3.08,1.3,3.72,8.89,
AMBON17-072,ML1.10,20170818,71.142,-166.034,29.48,3.83,32.49,4,,,,,,
AMBON17-072,ML1.10,20170818,71.141,-166.034,20.18,6.74,32.15,5,1.57,0.69,0.42,2.08,1.78,
AMBON17-072,ML1.10,20170818,71.141,-166.034,19.93,6.76,32.14,6,,,,,,
AMBON17-072,ML1.10,20170818,71.141,-166.034,10.87,6.97,32.09,7,1.43,1.16,0.43,2.39,1.78,
AMBON17-072,ML1.10,20170818,71.141,-166.034,11.13,6.97,32.09,8,,,,,,
AMBON17-072,ML1.10,20170818,71.141,-166.035,4.67,6.97,32.09,9,1.51,1.3,0.42,1.27,1.78,-1.3
AMBON17-072,ML1.10,20170818,71.141,-166.035,4.78,6.97,32.09,10,,,,,,
AMBON17-073,ML1.11,20170818,71.266,-166.42,42.27,4.2,32.59,1,0.6,3.3,1.46,8.21,16.91,-0.96
AMBON17-073,ML1.11,20170818,71.266,-166.42,42.12,4.2,32.59,2,,,,,,
AMBON17-073,ML1.11,20170818,71.267,-166.421,30.26,4.42,32.52,3,0.95,2.73,1.18,2.55,11.72,
AMBON17-073,ML1.11,20170818,71.267,-166.421,30.33,4.42,32.52,4,,,,,,
AMBON17-073,ML1.11,20170818,71.267,-166.421,19.93,6.85,32.22,5,2.13,1.87,0.38,2.41,1.78,
AMBON17-073,ML1.11,20170818,71.267,-166.421,19.56,6.85,32.22,6,,,,,,
AMBON17-073,ML1.11,20170818,71.266,-166.421,9.56,6.86,32.22,7,1.95,0.56,0.38,1.09,1.78,
AMBON17-073,ML1.11,20170818,71.266,-166.421,9.61,6.86,32.22,8,,,,,,
AMBON17-073,ML1.11,20170818,71.266,-166.421,4.79,6.86,32.22,9,2.1,0.33,0.38,0.55,1.78,-1.2
AMBON17-073,ML1.11,20170818,71.266,-166.421,4.62,6.86,32.22,10,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,44.05,4.04,32.66,1,0.7,4.04,1.57,3.76,14.24,-0.9
AMBON17-074,ML1.12,20170819,71.386,-166.82,44.07,4.04,32.66,2,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,29.31,4.31,32.63,3,2.17,1.95,1.37,2.32,8.21,
AMBON17-074,ML1.12,20170819,71.386,-166.82,29.2,4.34,32.62,4,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,19.23,6.82,32.19,5,1.3,0.24,0.34,0.15,1.78,
AMBON17-074,ML1.12,20170819,71.386,-166.82,19.34,6.82,32.19,6,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,9.31,6.81,32.19,7,1.16,0.29,0.35,0.11,1.78,
AMBON17-074,ML1.12,20170819,71.386,-166.82,9.6,6.82,32.19,8,,,,,,
AMBON17-074,ML1.12,20170819,71.386,-166.82,5.51,6.82,32.2,9,1.22,0.25,0.34,0.16,1.78,-1.13
AMBON17-074,ML1.12,20170819,71.386,-166.82,5.78,6.82,32.2,10,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,46.08,3.04,32.67,1,0.84,3.71,1.57,6.51,13.78,-0.86
AMBON17-075,ML1.13,20170819,71.507,-167.219,46.22,3.04,32.67,2,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,40.3,3.04,32.67,3,0.78,3.64,1.58,6.14,15.96,
AMBON17-075,ML1.13,20170819,71.507,-167.219,39.53,3.04,32.67,4,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,29.82,3.23,32.68,5,0.98,3.63,1.64,6.44,12.25,
AMBON17-075,ML1.13,20170819,71.507,-167.219,30.02,3.2,32.68,6,,,,,,
AMBON17-075,ML1.13,20170819,71.508,-167.219,26.93,3.33,32.67,7,,,,,,
AMBON17-075,ML1.13,20170819,71.508,-167.219,26.72,3.09,32.59,8,,,,,,
AMBON17-075,ML1.13,20170819,71.508,-167.219,20.39,6.4,32.03,9,0.66,0.36,0.35,0.55,1.78,
AMBON17-075,ML1.13,20170819,71.508,-167.219,20.52,6.42,32.03,10,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,10.12,6.58,32.03,11,0.62,0.18,0.3,0.82,1.78,
AMBON17-075,ML1.13,20170819,71.507,-167.219,10.28,6.58,32.03,12,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,4.78,6.58,32.03,13,0.64,0.47,0.29,0.51,1.78,-1.22
AMBON17-075,ML1.13,20170819,71.507,-167.219,5.1,6.58,32.03,14,,,,,,
AMBON17-075,ML1.13,20170819,71.507,-167.219,5.04,6.58,32.03,15,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,40.76,1.33,32.45,1,0.75,4.59,1.56,3.76,17.45,-1.02
AMBON17-076,ML5.7,20170819,71.241,-163.405,40.24,1.33,32.45,2,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,32.09,1.52,32.4,3,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,32.17,1.54,32.37,4,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.405,30.03,4.41,31.9,5,0.98,0.38,0.54,1.2,2.92,
AMBON17-076,ML5.7,20170819,71.241,-163.405,29.67,4.95,31.85,6,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.406,19.22,5.92,31.72,7,0.51,0.38,0.55,0.23,3.1,
AMBON17-076,ML5.7,20170819,71.241,-163.406,19.31,5.92,31.72,8,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.406,10.11,5.94,31.71,9,0.4,0.32,0.57,0.26,3.3,
AMBON17-076,ML5.7,20170819,71.241,-163.406,10.37,5.94,31.71,10,,,,,,
AMBON17-076,ML5.7,20170819,71.241,-163.406,4.73,6,31.7,11,0.16,0.27,0.64,0.66,3.3,-1.7
AMBON17-076,ML5.7,20170819,71.241,-163.406,4.94,6,31.7,12,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,40.74,1.35,32.49,1,1.56,4.34,1.54,4.06,9.6,-1.03
AMBON17-077,ML5.6,20170819,71.118,-163.804,40.5,1.35,32.49,2,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,32.47,1.28,32.47,3,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,31.32,1.22,32.46,4,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,30.95,1.15,32.44,5,1.68,3.12,1.34,3.56,7.71,
AMBON17-077,ML5.6,20170819,71.118,-163.804,19.56,5.38,31.75,6,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,20.11,5.5,31.77,7,0.47,1.53,0.64,0.22,2.13,
AMBON17-077,ML5.6,20170819,71.118,-163.804,10.4,5.78,31.71,8,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,9.82,5.78,31.71,9,0.35,0.56,0.65,0.12,4.26,
AMBON17-077,ML5.6,20170819,71.118,-163.804,4.68,5.86,31.7,10,,,,,,
AMBON17-077,ML5.6,20170819,71.118,-163.804,4.27,5.87,31.7,11,0.27,0.92,0.79,0.66,2.28,-1.88
AMBON17-078,ML5.5,20170819,71.147,-164.486,40.22,4.09,32.62,1,0.92,3.55,1.31,2.25,13.08,-1.29
AMBON17-078,ML5.5,20170819,71.147,-164.486,40.63,4.09,32.62,2,,,,,,
AMBON17-078,ML5.5,20170819,71.147,-164.486,29.78,4.52,32.53,3,1.94,1.51,0.95,1.44,7,
