Station,Bottle #,Date UTC,data type,sigma-t,sigma-t (2),salinity,salinity (2),depth (m),depth (m),temperature,temperature-2,conductivity-1,conductivity=2,V0,V1,V2,V3,V4,V5,V6,V7,altimeter (m),beam attenuation,beam transmission,fluorescence,oxygen (�mols kg-1),PAR,latitude,longitude,
AMBON2015_047,,1:52:52,sdev,,,,,0.032,0.032,0.0008,0.001,0.000158,0.000215,0,0.0006,0.0005,0.0008,0.0007,0,0.013,0.0132,0.26,0.0007,0.0158,0.0013,0.142,0.00425,0,0,14
AMBON2015_047,,,min,,,,,9.838,9.737,5.9844,5.9795,3.086273,3.085013,0,2.8474,0.0464,0.0769,4.464,0,1.2882,0.1636,25.76,0.2181,94.6422,0.0335,297.904,0.0393,71.74492,-164.16914,9197
AMBON2015_047,,,max,,,,,9.939,9.837,5.9874,5.9829,3.086818,3.085792,0,2.8486,0.0476,0.0794,4.4664,0,1.3333,0.2161,26.67,0.2203,94.694,0.0365,298.383,0.0563,71.74492,-164.16914,9245
AMBON2015_047,4,23-Aug-15,mean,24.229,24.2283,30.765,30.7641,4.844,4.794,5.8189,5.8183,3.044437,3.0443,0,2.8522,0.047,0.0737,4.4543,0,1.5773,0.4372,31.55,0.2289,94.4382,0.0349,300.179,0.156,71.74484,-164.16981,11301
AMBON2015_047,,1:54:19,sdev,,,,,0.05,0.05,0.0017,0.0003,0.0001,0.00008,0,0.0006,0.0006,0.0008,0.0004,0,0.0086,0.0431,0.17,0.0004,0.0086,0.0015,0.304,0.0244,0,0.00001,14
AMBON2015_047,,,min,,,,,4.784,4.735,5.8161,5.8178,3.04425,3.044175,0,2.851,0.0464,0.072,4.4542,0,1.5678,0.3516,31.36,0.2279,94.435,0.0335,299.594,0.111,71.74484,-164.16982,11277
AMBON2015_047,,,max,,,,,4.946,4.896,5.8215,5.8188,3.044615,3.04447,0,2.8535,0.0476,0.0757,4.4554,0,1.5946,0.5043,31.89,0.229,94.4609,0.0365,300.656,0.196,71.74484,-164.1698,11325
AMBON2015_048,1,23-Aug-15,mean,25.82,25.8178,32.2118,32.2091,36.862,36.483,0.7152,0.7149,2.75213,2.751888,0,2.6874,0.0778,0.0685,3.6054,0,0.2105,0.0098,4.21,1.0749,76.4354,0.112,318.883,1E-12,71.61688,-163.7666,3869
AMBON2015_048,,4/30/1947,sdev,,,,,0.147,0.146,0.0017,0.0012,0.000113,0.000088,0,0,0.0023,0.0007,0.0114,0,0.0133,0,0.26,0.0127,0.2423,0.0057,0.247,0,0,0.00001,14
AMBON2015_048,,,min,,,,,36.548,36.171,0.7118,0.7123,2.751905,2.751673,0,2.6874,0.0757,0.0672,3.5995,0,0.1795,0.0098,3.59,1.0423,76.3102,0.1068,318.567,1E-12,71.61688,-163.7666,3845
AMBON2015_048,,,max,,,,,37.056,36.675,0.7182,0.7168,2.752331,2.752006,0,2.6874,0.0806,0.0696,3.6349,0,0.2295,0.0098,4.59,1.0815,77.0611,0.119,319.243,1E-12,71.61688,-163.76658,3893
AMBON2015_048,2,23-Aug-15,mean,25.8199,25.8176,32.2116,32.2087,36.857,36.478,0.7135,0.7139,2.751975,2.751781,0,2.6902,0.0751,0.0687,3.6224,0,0.2025,0.0098,4.05,1.0561,76.7953,0.1053,320.192,1E-12,71.61686,-163.76666,4110
AMBON2015_048,,4/30/1956,sdev,,,,,0.292,0.289,0.0019,0.0018,0.000134,0.000129,0,0.0006,0.0006,0.0006,0.0134,0,0.014,0,0.28,0.0148,0.2839,0.0016,0.112,0,0.00001,0,14
AMBON2015_048,,,min,,,,,36.304,35.93,0.7107,0.7115,2.751761,2.751602,0,2.6886,0.0745,0.0672,3.6081,0,0.1819,0.0098,3.64,1.0302,76.4915,0.1037,319.994,1E-12,71.61686,-163.76666,4086
AMBON2015_048,,,max,,,,,37.199,36.815,0.7166,0.7174,2.752192,2.752044,0,2.6911,0.0757,0.0696,3.6459,0,0.2308,0.0098,4.62,1.072,77.2942,0.1068,320.443,1E-12,71.61688,-163.76664,4134
AMBON2015_048,3,23-Aug-15,mean,25.8201,25.8179,32.2115,32.2088,36.67,36.292,0.7092,0.7091,2.751609,2.751398,0,2.6922,0.0806,0.0701,3.7061,0,0.2006,0.0098,4.01,0.9646,78.5719,0.1189,320.303,1E-12,71.61686,-163.76673,4320
AMBON2015_048,,4:31:05,sdev,,,,,0.067,0.066,0.0003,0.0013,0.000026,0.000098,0,0.0005,0.0049,0.0013,0.0084,0,0.0073,0,0.15,0.009,0.1769,0.0123,0.156,0,0,0.00001,14
AMBON2015_048,,,min,,,,,36.595,36.218,0.7082,0.7078,2.751527,2.751297,0,2.6911,0.0745,0.0672,3.6947,0,0.1893,0.0098,3.79,0.9546,78.3299,0.1037,319.893,1E-12,71.61686,-163.76674,4296
AMBON2015_048,,,max,,,,,36.846,36.466,0.7098,0.7123,2.751665,2.751657,0,2.6935,0.0855,0.072,3.7155,0,0.2161,0.0098,4.32,0.977,78.77,0.1312,320.478,1E-12,71.61686,-163.76672,4344
AMBON2015_048,4,23-Aug-15,mean,25.82,25.8178,32.2115,32.2088,36.331,35.957,0.7107,0.7104,2.751711,2.75148,0,2.6945,0.0724,0.0703,3.6804,0,0.2305,0.0098,4.61,0.9925,78.026,0.0986,320.233,1E-12,71.61684,-163.76681,4526
AMBON2015_048,,4:31:14,sdev,,,,,0.277,0.274,0.0004,0.0004,0.000042,0.000023,0,0.0006,0.0018,0.0009,0.016,0,0.0058,0,0.12,0.0173,0.3385,0.0045,0.247,0,0.00001,0.00002,14
AMBON2015_048,,,min,,,,,36.046,35.675,0.7098,0.7098,2.751638,2.751433,0,2.6935,0.0708,0.0684,3.6703,0,0.2186,0.0098,4.37,0.9624,77.812,0.0945,319.878,1E-12,71.61682,-163.76684,4502
AMBON2015_048,,,max,,,,,36.995,36.614,0.7115,0.7112,2.751793,2.751537,0,2.696,0.0745,0.072,3.7082,0,0.2418,0.0098,4.84,1.0035,78.6147,0.1037,320.819,1E-12,71.61684,-163.76678,4550
AMBON2015_048,5,23-Aug-15,mean,25.8186,25.8165,32.211,32.2083,30.257,29.946,0.728,0.7278,2.752809,2.752584,0,2.6991,0.0813,0.068,3.8437,0,0.4773,0.0098,9.55,0.8188,81.4888,0.1208,320.756,1E-12,71.61674,-163.76723,6546
AMBON2015_048,,4:32:38,sdev,,,,,0.174,0.172,0.0004,0.0003,0.000026,0.00003,0,0.0006,0.003,0.0007,0.0102,0,0.0097,0,0.19,0.0107,0.217,0.0076,0.182,0,0,0.00001,14
AMBON2015_048,,,min,,,,,30.007,29.698,0.7267,0.7269,2.752745,2.752506,0,2.6984,0.0781,0.0659,3.8327,0,0.464,0.0098,9.28,0.8049,81.2557,0.1129,320.387,1E-12,71.61674,-163.76724,6522
AMBON2015_048,,,max,,,,,30.61,30.295,0.7287,0.7283,2.752851,2.752653,0,2.6996,0.0842,0.0696,3.8571,0,0.4969,0.0098,9.94,0.8303,81.7736,0.1281,321.117,1E-12,71.61674,-163.76722,6570
AMBON2015_048,6,23-Aug-15,mean,24.8675,24.8652,31.6251,31.6222,19.686,19.484,6.1611,6.1609,3.150582,3.150303,0,2.8895,0.0527,0.075,3.9352,0,0.9774,0.06,19.55,0.7354,83.4291,0.0494,300.694,0.0114,71.61658,-163.76766,8628
AMBON2015_048,,4:34:05,sdev,,,,,0.053,0.053,0.0007,0.0007,0.000058,0.00006,0,0.0006,0.0005,0.0007,0.2965,0,0.0115,0.0148,0.23,0.2926,6.2866,0.0012,0.185,0.00353,0,0,14
AMBON2015_048,,,min,,,,,19.624,19.422,6.1593,6.1598,3.150445,3.150204,0,2.8889,0.0525,0.0733,3.6691,0,0.9634,0.0293,19.27,0.2632,77.7861,0.0488,300.432,0.00423,71.61658,-163.76768,8604
AMBON2015_048,,,max,,,,,19.827,19.624,6.1625,6.1623,3.150692,3.150399,0,2.8901,0.0537,0.0757,4.4164,0,0.9988,0.0855,19.98,1.0048,93.6324,0.0518,300.918,0.0176,71.61658,-163.76766,8652
AMBON2015_048,7,23-Aug-15,mean,24.3991,24.3938,30.9864,30.9776,9.308,9.212,5.8596,5.8455,3.067781,3.065838,0,2.8671,0.0457,0.0742,4.4671,0,1.4812,0.237,29.62,0.2175,94.7088,0.0317,301.658,0.0637,71.61646,-163.76803,10102
AMBON2015_048,,4:35:06,sdev,,,,,0.149,0.148,0.011,0.0066,0.001044,0.000705,0,0.0004,0.0006,0.0008,0.0053,0,0.0152,0.0164,0.3,0.0047,0.1117,0.0015,0.108,0.0058,0,0.00001,14
AMBON2015_048,,,min,,,,,9.04,8.948,5.8448,5.8375,3.065765,3.06491,0,2.8669,0.0452,0.0733,4.4615,0,1.4615,0.1917,29.23,0.2104,94.5904,0.0304,301.492,0.0481,71.61646,-163.76804,10078
AMBON2015_048,,,max,,,,,9.589,9.491,5.8812,5.8658,3.069804,3.067943,0,2.8681,0.0464,0.0757,4.475,0,1.5165,0.2625,30.33,0.2225,94.8752,0.0335,301.884,0.073,71.61646,-163.76802,10126
AMBON2015_048,8,23-Aug-15,mean,23.6835,23.6727,30.0313,30.0165,4.164,4.122,5.5149,5.507,2.954364,2.952411,0,2.8342,0.0433,0.0705,4.4693,0,1.7485,0.5427,34.97,0.2156,94.7536,0.0258,301.656,0.229,71.61634,-163.76845,11649
AMBON2015_048,,4:36:11,sdev,,,,,0.229,0.227,0.0027,0.004,0.000596,0.00108,0,0.0006,0.0007,0.0008,0.0008,0,0.013,0.0823,0.26,0.0008,0.0177,0.0016,0.309,0.0603,0,0.00001,14
AMBON2015_048,,,min,,,,,3.837,3.798,5.5105,5.4998,2.953309,2.950481,0,2.8327,0.0427,0.0696,4.4676,0,1.7302,0.348,34.6,0.2148,94.7198,0.0243,301.292,0.109,71.61634,-163.76846,11625
AMBON2015_048,,,max,,,,,4.548,4.502,5.5196,5.5116,2.955388,2.953745,0,2.8352,0.044,0.072,4.4701,0,1.7802,0.6984,35.6,0.217,94.7716,0.0274,302.286,0.359,71.61634,-163.76844,11673
AMBON2015_050,1,23-Aug-15,mean,25.8326,25.8304,32.2273,32.2246,38.133,37.741,0.7145,0.7134,2.753335,2.753027,0,2.5542,0.0871,0.0634,3.8198,0,0.1805,0.6541,3.61,0.8438,80.9809,0.1354,299.681,0.316,71.48748,-163.39268,3323
AMBON2015_050,,6:59:42,sdev,,,,,0.105,0.104,0.0022,0.0015,0.000166,0.00012,0,0.0004,0.0011,0.0007,0.0006,0,0.0094,0.0124,0.19,0.0007,0.0138,0.0028,0.08,0.0116,0,0,14
AMBON2015_050,,,min,,,,,38.002,37.611,0.7115,0.7113,2.753115,2.752874,0,2.5531,0.0855,0.0623,3.8181,0,0.1575,0.6313,3.15,0.843,80.945,0.1312,299.444,0.295,71.48748,-163.39268,3299
AMBON2015_050,,,max,,,,,38.402,38.006,0.7177,0.7159,2.753599,2.75324,0,2.5543,0.0879,0.0647,3.8205,0,0.1966,0.6691,3.93,0.8456,80.9968,0.1373,299.758,0.33,71.48748,-163.39268,3347
AMBON2015_050,2,23-Aug-15,mean,25.8297,25.8275,32.2248,32.2221,30.713,30.397,0.7299,0.7293,2.754051,2.753796,0,2.5972,0.0831,0.0643,4.1245,0,0.5692,1.2247,11.38,0.5368,87.4441,0.1253,305.566,1.43,71.48738,-163.39316,5212
AMBON2015_050,,7/1/2000,sdev,,,,,0.138,0.136,0.0003,0.0002,0.000034,0.000025,0,0.0004,0.003,0.0008,0.0254,0,0.0102,0.0102,0.2,0.0248,0.5377,0.0075,0.133,0.0358,0,0.00001,14
AMBON2015_050,,,min,,,,,30.451,30.138,0.7293,0.7289,2.753976,2.75374,0,2.5958,0.0794,0.0635,4.0562,0,0.5372,1.2112,10.74,0.5213,85.9941,0.1159,305.269,1.38,71.48738,-163.39316,5188
AMBON2015_050,,,max,,,,,30.905,30.587,0.7304,0.7297,2.75412,2.753833,0,2.5983,0.0879,0.0659,4.1404,0,0.5885,1.2442,11.77,0.6036,87.7806,0.1373,305.971,1.5,71.48738,-163.39314,5236
AMBON2015_050,3,23-Aug-15,mean,25.8297,25.8272,32.2249,32.2218,30.72,30.404,0.7304,0.7298,2.754099,2.75381,0,2.5982,0.0946,0.0647,4.0719,0,0.5671,1.2144,11.34,0.5882,86.3285,0.1539,305.72,1.39,71.48738,-163.39318,5394
AMBON2015_050,,7/1/2008,sdev,,,,,0.051,0.05,0.0001,0.0002,0.000016,0.000058,0,0.0003,0.0028,0.0008,0.0436,0,0.004,0.0032,0.08,0.0436,0.9252,0.007,0.059,0.0109,0.00001,0.00001,14
AMBON2015_050,,,min,,,,,30.6,30.285,0.7302,0.7294,2.754056,2.75345,0,2.5971,0.0891,0.0635,3.8816,0,0.5617,1.2112,11.23,0.5593,82.2914,0.1403,305.494,1.38,71.48736,-163.3932,5370
AMBON2015_050,,,max,,,,,30.803,30.486,0.7305,0.7301,2.754125,2.753854,0,2.5983,0.0965,0.0659,4.1013,0,0.5751,1.2234,11.5,0.7796,86.9521,0.1586,305.773,1.42,71.48738,-163.39318,5418
AMBON2015_050,4,23-Aug-15,mean,25.7995,25.7838,32.2107,32.1989,25.882,25.616,1.0588,1.1617,2.779341,2.786752,0,2.9011,0.1569,0.0655,3.9622,0,0.8056,1.5836,16.11,0.6975,84.0009,0.3098,347.983,3.38,71.48726,-163.39352,7110
AMBON2015_050,,7/2/2019,sdev,,,,,0.116,0.115,0.1513,0.242,0.010127,0.01733,0,0.0013,0.0055,0.0007,0.0279,0,0.0298,0.0074,0.6,0.0281,0.5919,0.0137,3.418,0.0595,0,0.00001,14
AMBON2015_050,,,min,,,,,25.659,25.395,0.8572,0.8857,2.765732,2.766706,0,2.8974,0.1514,0.0647,3.9353,0,0.7387,1.5751,14.77,0.6277,83.4307,0.296,342.148,3.31,71.48726,-163.39352,7086
AMBON2015_050,,,max,,,,,26.011,25.744,1.3325,1.5927,2.79834,2.817122,0,2.9023,0.1624,0.0672,4.0317,0,0.8425,1.602,16.85,0.7246,85.4762,0.3235,352.161,3.53,71.48726,-163.3935,7134
AMBON2015_050,5,23-Aug-15,mean,24.8438,24.8434,31.5798,31.579,20.359,20.15,6.0609,6.0593,3.138149,3.137941,0,2.864,0.0488,0.0713,4.4666,0,1.0508,1.7917,21.02,0.2179,94.6992,0.0396,298.168,5.51,71.48716,-163.39397,8778
AMBON2015_050,,7/3/2029,sdev,,,,,0.041,0.041,0.004,0.0037,0.000536,0.000517,0,0.0007,0,0.0007,0.0047,0,0.0076,0.0009,0.15,0.0042,0.099,0,0.259,0.0124,0,0.00001,14
AMBON2015_050,,,min,,,,,20.319,20.11,6.0561,6.0491,3.137518,3.136773,0,2.8632,0.0488,0.0696,4.4603,0,1.0403,1.7888,20.81,0.2126,94.5645,0.0396,297.873,5.47,71.48716,-163.39398,8754
AMBON2015_050,,,max,,,,,20.468,20.258,6.0699,6.0657,3.139527,3.139036,0,2.8657,0.0488,0.0733,4.4725,0,1.0672,1.7924,21.34,0.2236,94.8234,0.0396,298.798,5.52,71.48716,-163.39396,8802
AMBON2015_050,6,23-Aug-15,mean,24.4174,24.4113,31.0292,31.0212,10.713,10.603,5.9919,5.9902,3.082556,3.081702,0,2.8442,0.0427,0.0699,4.4893,0,1.5768,2.0181,31.53,0.1977,95.178,0.0243,297.798,9.35,71.48716,-163.39424,10668
AMBON2015_050,,7/4/1948,sdev,,,,,0.146,0.145,0.001,0.0027,0.000413,0.000403,0,0.0006,0,0.0007,0.0035,0,0.0076,0.0101,0.15,0.0031,0.0744,0,0.164,0.22,0,0.00001,14
AMBON2015_050,,,min,,,,,10.385,10.279,5.9901,5.9816,3.081813,3.080403,0,2.8437,0.0427,0.0684,4.4799,0,1.5641,2.0049,31.28,0.1952,94.9788,0.0243,297.4,9.06,71.48716,-163.39426,10644
AMBON2015_050,,,max,,,,,10.887,10.775,5.9935,5.9925,3.083287,3.082036,0,2.8449,0.0427,0.0708,4.4921,0,1.591,2.033,31.82,0.2061,95.2377,0.0243,297.982,9.67,71.48716,-163.39424,10692
AMBON2015_050,7,23-Aug-15,mean,24.1534,24.1496,30.6702,30.6654,4.807,4.758,5.8248,5.8244,3.036419,3.035962,0,2.8449,0.0464,0.0666,4.4556,0,1.8631,2.2101,37.26,0.2278,94.4641,0.0335,299.573,14.6,71.48716,-163.39453,12257
AMBON2015_050,,7/5/1954,sdev,,,,,0.066,0.066,0.0003,0.0002,0.000815,0.000621,0,0.0002,0,0.0008,0.0058,0,0.0036,0.0036,0.07,0.0052,0.123,0,0.22,0.12,0,0.00001,14
AMBON2015_050,,,min,,,,,4.647,4.599,5.8242,5.824,3.035236,3.035101,0,2.8437,0.0464,0.0659,4.4493,0,1.8559,2.2015,37.12,0.2214,94.3315,0.0335,299.117,14.3,71.48716,-163.39454,12233
AMBON2015_050,,,max,,,,,4.945,4.894,5.8254,5.8248,3.037635,3.036781,0,2.8449,0.0464,0.0684,4.4628,0,1.8706,2.2149,37.41,0.2334,94.6163,0.0335,299.891,14.8,71.48716,-163.39452,12281
AMBON2015_052,1,23-Aug-15,mean,25.8588,25.8569,32.2005,32.198,40.052,39.64,-0.2818,-0.283,2.67139,2.671108,0,2.7603,0.1364,0.065,3.8699,0,0.2175,1.5419,4.35,0.7917,82.0431,0.2585,340.063,3.06,71.36138,-163.00414,3875
AMBON2015_052,,20:42:44,sdev,,,,,0.065,0.064,0.0002,0.0004,0.000016,0.000036,0,0.0006,0.0099,0.0007,0.0007,0,0.0064,0.0059,0.13,0.0007,0.0158,0.0248,0.278,0.043,0,0,14
AMBON2015_052,,,min,,,,,39.942,39.531,-0.2824,-0.2839,2.671344,2.671044,0,2.7595,0.127,0.0635,3.8669,0,0.2051,1.5287,4.1,0.791,81.9807,0.235,339.523,2.96,71.36138,-163.00416,3851
AMBON2015_052,,,max,,,,,40.2,39.786,-0.2816,-0.2822,2.671418,2.671174,0,2.7607,0.1477,0.0659,3.8706,0,0.2295,1.5495,4.59,0.7947,82.0584,0.2869,340.325,3.11,71.36138,-163.00414,3899
AMBON2015_052,2,23-Aug-15,mean,25.8585,25.8569,32.2002,32.198,40.212,39.798,-0.2806,-0.2833,2.671474,2.6711,0,2.7619,0.1484,0.0659,3.8724,0,0.2167,1.5231,4.33,0.789,82.098,0.2886,340.701,2.93,71.36137,-163.00422,4167
AMBON2015_052,,20:42:56,sdev,,,,,0.076,0.076,0.0008,0.0005,0.00007,0.000042,0,0.0002,0.0081,0.0009,0.0019,0,0.0048,0.0067,0.1,0.002,0.0417,0.0204,0.185,0.0466,0.00001,0.00001,14
AMBON2015_052,,,min,,,,,39.989,39.578,-0.2819,-0.2841,2.671218,2.671044,0,2.7619,0.1429,0.0647,3.8694,0,0.2088,1.5128,4.18,0.7859,82.0325,0.2746,340.484,2.85,71.36136,-163.00424,4143
AMBON2015_052,,,max,,,,,40.349,39.933,-0.2793,-0.2826,2.671592,2.671168,0,2.7631,0.1685,0.0672,3.8755,0,0.2271,1.5324,4.54,0.7922,82.162,0.3387,341.013,2.99,71.36138,-163.00422,4191
AMBON2015_052,3,23-Aug-15,mean,25.8587,25.8567,32.2004,32.1979,40.145,39.732,-0.2809,-0.2818,2.67146,2.6712,0,2.7607,0.1379,0.066,3.8715,0,0.2189,1.5218,4.38,0.79,82.078,0.2622,340.235,2.92,71.36136,-163.0043,4418
AMBON2015_052,,20:43:06,sdev,,,,,0.04,0.039,0.0002,0.0002,0.000024,0.000018,0,0.0002,0.0029,0.0007,0.0017,0,0.0048,0.0035,0.1,0.0018,0.0376,0.0072,0.096,0.0242,0,0.00001,14
AMBON2015_052,,,min,,,,,40.091,39.678,-0.2812,-0.2822,2.671413,2.671174,0,2.7607,0.1343,0.0647,3.8694,0,0.2125,1.5153,4.25,0.7872,82.0325,0.2533,340.017,2.87,71.36136,-163.0043,4394
AMBON2015_052,,,max,,,,,40.301,39.886,-0.2802,-0.2813,2.671518,2.671238,0,2.7619,0.1416,0.0672,3.8742,0,0.2295,1.5263,4.59,0.7922,82.1361,0.2716,340.478,2.95,71.36136,-163.0043,4442
AMBON2015_052,4,23-Aug-15,mean,25.8586,25.8566,32.2003,32.1978,40.196,39.782,-0.2824,-0.282,2.671336,2.671183,0,2.7607,0.1445,0.0661,3.8762,0,0.2181,1.514,4.36,0.7851,82.1789,0.2789,340.531,2.86,71.36136,-163.00432,4619
AMBON2015_052,,20:43:15,sdev,,,,,0.034,0.034,0.0004,0.0003,0.000029,0.000027,0,0.0002,0.003,0.0008,0.0028,0,0.0045,0.0022,0.09,0.003,0.0604,0.0076,0.165,0.0152,0,0,14
AMBON2015_052,,,min,,,,,40.139,39.725,-0.2831,-0.2829,2.671276,2.671109,0,2.7595,0.1416,0.0647,3.8706,0,0.2125,1.5079,4.25,0.7821,82.0584,0.2716,340.286,2.82,71.36136,-163.00432,4595
AMBON2015_052,,,max,,,,,40.254,39.839,-0.2817,-0.2815,2.671407,2.671228,0,2.7607,0.149,0.0672,3.8791,0,0.2271,1.5165,4.54,0.791,82.2396,0.2899,340.755,2.88,71.36136,-163.00432,4643
AMBON2015_052,5,23-Aug-15,mean,25.7656,25.7675,32.0825,32.0836,30.194,29.884,-0.3342,-0.3601,2.657897,2.655926,0,3.2685,0.0604,0.0641,4.4522,0,0.7193,2.3144,14.39,0.2309,94.3917,0.0684,422.272,18.6,71.36132,-163.00456,6794
AMBON2015_052,,20:44:45,sdev,,,,,0.102,0.101,0.0407,0.0532,0.003791,0.004124,0,0.0014,0.0019,0.0007,0.0111,0,0.0068,0.0042,0.14,0.01,0.2362,0.0046,1.24,0.18,0,0.00001,14
AMBON2015_052,,,min,,,,,30.053,29.744,-0.3861,-0.4548,2.653123,2.650026,0,3.265,0.0586,0.0623,4.442,0,0.7094,2.3077,14.19,0.217,94.1761,0.064,418.624,18.3,71.36132,-163.00458,6770
AMBON2015_052,,,max,,,,,30.452,30.139,-0.2577,-0.2632,2.665268,2.664335,0,3.2698,0.0623,0.0659,4.4676,0,0.735,2.3199,14.7,0.24,94.7198,0.0732,423.428,18.8,71.36132,-163.00456,6818
AMBON2015_052,6,23-Aug-15,mean,24.8311,24.8303,31.4137,31.4109,20.157,19.95,5.0202,5.0067,3.036982,3.03562,0,3.1273,0.0465,0.0702,4.5014,0,1.2368,2.71,24.74,0.1869,95.4364,0.0337,341.222,46.3,71.36126,-163.00474,8869
AMBON2015_052,,20:46:12,sdev,,,,,0.081,0.081,0.0115,0.0169,0.001062,0.001278,0,0.0005,0.0011,0.0007,0.0028,0,0.0049,0.0046,0.1,0.0025,0.0599,0.0028,0.339,0.493,0,0,14
AMBON2015_052,,,min,,,,,20.023,19.817,5.0089,4.9795,3.036095,3.033835,0,3.127,0.044,0.0684,4.4994,0,1.2308,2.7045,24.62,0.1821,95.3931,0.0274,340.813,45.7,71.36126,-163.00474,8845
AMBON2015_052,,,max,,,,,20.321,20.113,5.0508,5.0345,3.039533,3.037603,0,3.1282,0.0476,0.0708,4.5067,0,1.2491,2.7204,24.98,0.1887,95.5484,0.0365,341.887,47.4,71.36126,-163.00474,8893
AMBON2015_052,7,23-Aug-15,mean,23.516,23.5143,29.7948,29.7925,10.293,10.187,5.336,5.3348,2.919397,2.919093,0,2.9393,0.0403,0.071,4.5237,0,1.7433,2.9209,34.87,0.1671,95.9083,0.0183,317.811,75.4,71.36124,-163.00489,10721
AMBON2015_052,,20:47:29,sdev,,,,,0.079,0.078,0.0063,0.0065,0.000197,0.000162,0,0.0006,0.0002,0.0009,0.0032,0,0.0049,0.0164,0.1,0.0028,0.0669,0.0004,0.223,2.85,0,0.00001,14
AMBON2015_052,,,min,,,,,10.09,9.986,5.3294,5.3282,2.919081,2.918833,0,2.9389,0.0403,0.0696,4.5201,0,1.7338,2.8974,34.68,0.1616,95.8332,0.0182,317.436,71.4,71.36124,-163.0049,10697
AMBON2015_052,,,max,,,,,10.388,10.281,5.3508,5.3483,2.919946,2.919463,0,2.9402,0.0415,0.072,4.5299,0,1.7521,2.9487,35.04,0.1702,96.0404,0.0213,318.231,80.3,71.36124,-163.00488,10745
AMBON2015_052,8,23-Aug-15,mean,23.2732,23.2641,29.5101,29.4981,5.151,5.099,5.5008,5.4968,2.906801,2.905413,0,2.9163,0.0397,0.07,4.5138,0,1.9975,2.9359,39.95,0.1759,95.6996,0.0166,313.908,78,71.36124,-163.00501,12041
AMBON2015_052,,20:48:24,sdev,,,,,0.091,0.09,0.0006,0.0021,0.000499,0.00116,0,0.0006,0.0006,0.0008,0.0008,0,0.0061,0.0117,0.12,0.0007,0.017,0.0015,0.22,2.11,0,0.00001,14
AMBON2015_052,,,min,,,,,5.049,4.998,5.4997,5.4938,2.905986,2.903733,0,2.9145,0.0391,0.0684,4.5116,0,1.9829,2.9231,39.66,0.1746,95.652,0.0152,313.463,75.7,71.36124,-163.00502,12017
AMBON2015_052,,,max,,,,,5.347,5.293,5.5022,5.5019,2.907742,2.907981,0,2.917,0.0403,0.0708,4.5153,0,2.0085,2.9548,40.17,0.1778,95.7297,0.0182,314.26,81.5,71.36124,-163.005,12065
AMBON2015_052,9,23-Aug-15,mean,23.2733,23.2547,29.5103,29.4861,5.179,5.126,5.5011,5.4962,2.906845,2.904301,0,2.9162,0.0409,0.07,4.5119,0,1.9922,2.9236,39.84,0.1776,95.6578,0.0197,313.856,75.8,71.36124,-163.00502,12236
AMBON2015_052,,20:48:32,sdev,,,,,0.068,0.068,0.0015,0.0018,0.00082,0.001192,0,0.0006,0.0006,0.0008,0.0043,0,0.0057,0.0061,0.11,0.0038,0.0903,0.0016,0.131,1.06,0,0.00001,14
AMBON2015_052,,,min,,,,,5.083,5.031,5.4989,5.4936,2.90578,2.902504,0,2.9158,0.0403,0.0684,4.5055,0,1.9817,2.9158,39.63,0.1735,95.5225,0.0182,313.723,74.4,71.36124,-163.00502,12212
AMBON2015_052,,,max,,,,,5.401,5.346,5.5049,5.4998,2.90864,2.906594,0,2.917,0.0415,0.072,4.5165,0,2.0037,2.9316,40.07,0.1832,95.7555,0.0213,314.126,77.2,71.36124,-163.00502,12260
AMBON2015_054,1,23-Aug-15,mean,25.9376,25.936,32.2552,32.2529,41.309,40.884,-1.2973,-1.3031,2.594877,2.59425,0,2.4857,0.2391,0.0608,3.7072,0,0.2075,0.2097,4.15,0.9634,78.5951,0.5153,308.619,0.0541,71.23314,-162.63541,3898
AMBON2015_054,,23:37:04,sdev,,,,,0.03,0.03,0.0014,0.001,0.00009,0.000069,0,0.0005,0.0023,0.0008,0.0037,0,0.0023,0.01,0.05,0.0041,0.0797,0.0059,0.19,0.00337,0,0.00001,14
AMBON2015_054,,,min,,,,,41.232,40.808,-1.2998,-1.3065,2.594751,2.59412,0,2.4847,0.2357,0.0598,3.6972,0,0.2051,0.1929,4.1,0.9598,78.3816,0.5066,308.192,0.0485,71.23314,-162.63542,3874
AMBON2015_054,,,max,,,,,41.395,40.969,-1.2942,-1.3015,2.595012,2.594424,0,2.486,0.2418,0.0623,3.7106,0,0.2125,0.2271,4.25,0.9743,78.6665,0.5219,308.876,0.0601,71.23314,-162.6354,3922
AMBON2015_054,2,23-Aug-15,mean,25.8382,25.8373,32.1835,32.1834,29.629,29.325,-0.1194,-0.1002,2.682615,2.684147,0,2.8905,0.0666,0.0608,4.4348,0,0.8002,0.8077,16,0.2465,94.0223,0.084,358.467,0.489,71.23311,-162.63552,6278
AMBON2015_054,,23:38:43,sdev,,,,,0.096,0.095,0.0259,0.0204,0.002433,0.001909,0,0.0018,0.0034,0.0007,0.0129,0,0.0036,0.0056,0.07,0.0116,0.274,0.0085,2.042,0.00744,0.00001,0.00001,14
